Country	Operator	Network	CC	MCC	MNC	OperatorId	Command	
Mexico	Unallocated prefix	Unallocated prefix	52	n/a	n/a	593	Edit	
Micronesia	FSM Telecom	FSM Telecom	691	550	01	594	Edit	
Micronesia	Unallocated prefix	Unallocated prefix	691	n/a	n/a	595	Edit	
Moldova	Interdnestrcom	IDC	373	259	03	1113	Edit	
Moldova	Moldcell	Moldcell	373	259	02	597	Edit	
Moldova	Moldtelecom	Unite	373	259	05	1114	Edit	
Moldova	Orange Moldova	VoXtel	373	259	01	598	Edit	
Moldova	Unallocated prefix	Unallocated prefix	373	n/a	n/a	599	Edit	
Monaco	Monaco Telecom	Monaco Telecom	377	212	01	1060	Edit	
Monaco	Unallocated prefix	Unallocated prefix	377	n/a	n/a	507	Edit	
Mongolia	G-Mobile Corporation	G-Mobile Corporation	976	428	98	1450	Edit	
Mongolia	MobiCom Mongolia	MobiCom Mongolia	976	428	99	600	Edit	
Mongolia	Skytel Mongolia	Skytel Mongolia	976	428	91	1130	Edit	
Mongolia	Unallocated prefix	Unallocated prefix	976	n/a	n/a	601	Edit	
Mongolia	Unitel Mongolia	Unitel Mongolia	976	428	88	602	Edit	
Montenegro	MTEL Podgorica	MTEL Podgorica	382	297	03	603	Edit	
Montenegro	T-Mobile Montenegro	T-Mobile Montenegro	382	297	02	605	Edit	
Montenegro	T-Mobile Montenegro	T-Mobile Montenegro	382	297	04	605	Edit	
Montenegro	Telenor Montenegro	Telenor Montenegro	382	297	01	604	Edit	
Montenegro	Unallocated prefix	Unallocated prefix	382	n/a	n/a	990	Edit	
Montserrat	C&W Montserrat	C&W Montserrat	1664	354	860	607	Edit	
Montserrat	Unallocated prefix	Unallocated prefix	1664	n/a	n/a	608	Edit	
Morocco	Maroc Telecom	IAM	212	604	01	609	Edit	
Morocco	Medi Telecom	Medi Telecom	212	604	00	610	Edit	
Morocco	Unallocated prefix	Unallocated prefix	212	n/a	n/a	611	Edit	
Morocco	Wana	Inwi	212	604	02	1197	Edit	
Morocco	Wana	Inwi	212	604	05	1197	Edit	
Morocco	Wana	Wana	212	604	998	1011	Edit	
Mozambique	Movitel Mozambique	Movitel Mozambique	258	643	03	1417	Edit	
Mozambique	Unallocated prefix	Unallocated prefix	258	n/a	n/a	613	Edit	
Mozambique	Vodacom Mozambique	Vodacom Mozambique	258	643	04	614	Edit	
Mozambique	mCel	mCel	258	643	01	612	Edit	
Myanmar	MPT	MPT	95	414	01	615	Edit	
Myanmar	Ooredoo Myanmar	Ooredoo Myanmar	95	414	05	1490	Edit	
Myanmar	Telenor Myanmar	Telenor Myanmar	95	414	06	1491	Edit	
Myanmar	Unallocated prefix	Unallocated prefix	95	n/a	n/a	616	Edit	
Namibia	MTC Namibia	MTC Namibia	264	649	01	617	Edit	
Namibia	Powercom	Leo	264	649	03	618	Edit	
Namibia	Telecom Namibia	Telecom Namibia	264	649	02	1452	Edit	
Namibia	Unallocated prefix	Unallocated prefix	264	n/a	n/a	619	Edit	
Nauru	Digicel Nauru	Digicel Nauru	674	536	02	620	Edit	
Nauru	Unallocated prefix	Unallocated prefix	674	n/a	n/a	621	Edit	
Nepal	Nepal Doorsanchar Company	Nepal Telecom	977	429	01	622	Edit	
Nepal	Nepal Doorsanchar Company	Nepal Telecom	977	429	03	622	Edit	
Nepal	Spice Nepal	Mero Mobile	977	429	02	623	Edit	
Nepal	Unallocated prefix	Unallocated prefix	977	n/a	n/a	624	Edit	
Netherlands Antilles	Curacao Telecom	Digicel Netherlands Antilles	599	362	69	632	Edit	
Netherlands Antilles	East Caribbean Cellular	East Caribbean Cellular	599	362	998	633	Edit	
Netherlands Antilles	Radcomm	Radcomm	599	362	997	634	Edit	
Netherlands Antilles	Setel	UTS Wireless Curacao	599	362	91	635	Edit	
Netherlands Antilles	St Eustatius Telephone	Eutel	599	362	996	636	Edit	
Netherlands Antilles	Telbo	Telbo	599	362	994	1007	Edit	
Netherlands Antilles	Telcell	Telcell St Maarten	599	362	51	637	Edit	
Netherlands Antilles	Unallocated prefix	Unallocated prefix	599	n/a	n/a	638	Edit	
Netherlands Antilles	Windward Island Cellular	Windward Island Cellular	599	362	995	639	Edit	
Netherlands	KPN	KPN	31	204	06	625	Edit	
Netherlands	KPN	KPN	31	204	08	625	Edit	
Netherlands	KPN	KPN	31	204	10	625	Edit	
Netherlands	KPN	KPN	31	204	15	625	Edit	
Netherlands	KPN	KPN	31	204	17	625	Edit	
Netherlands	KPN	Telfort	31	204	12	626	Edit	
Netherlands	Lycamobile Netherlands	Lycamobile Netherlands	31	204	09	1199	Edit	
Netherlands	Private Mobility NL	Private Mobility NL	31	204	24	1487	Edit	
Netherlands	T-Mobile Netherlands	T-Mobile Netherlands	31	204	05	629	Edit	
Netherlands	T-Mobile Netherlands	T-Mobile Netherlands	31	204	16	629	Edit	
Netherlands	T-Mobile Netherlands	T-Mobile Netherlands	31	204	20	629	Edit	
Netherlands	Tele2 Netherlands	Tele2 Netherlands	31	204	02	627	Edit	
Netherlands	Teleena	Teleena	31	204	07	1223	Edit	
Netherlands	Unallocated prefix	Unallocated prefix	31	n/a	n/a	630	Edit	
Netherlands	Vodafone Netherlands	Vodafone Netherlands	31	204	04	631	Edit	
Netherlands	Vodafone Netherlands	Vodafone Netherlands	31	204	18	631	Edit	
Netherlands	Vodafone Netherlands	Vodafone Netherlands	31	204	25	631	Edit	
Netherlands	Vodafone Netherlands	Vodafone Netherlands	31	204	33	631	Edit	
Netherlands	Voiceworks B.V.	Voiceworks B.V.	31	204	03	1436	Edit	
New Caledonia	OPT New Caledonia	Mobilis	687	546	01	640	Edit	
New Caledonia	Unallocated prefix	Unallocated prefix	687	n/a	n/a	641	Edit	
New Zealand	Skinny	Skinny	64	530	06	1636	Edit	
New Zealand	Telecom New Zealand	Telecom New Zealand	64	530	02	642	Edit	
New Zealand	Telecom New Zealand	Telecom New Zealand	64	530	05	642	Edit	
New Zealand	Two Degrees Mobile	Two Degrees Mobile	64	530	24	1059	Edit	
New Zealand	Unallocated prefix	Unallocated prefix	64	n/a	n/a	643	Edit	
New Zealand	Vodafone New Zealand	Vodafone New Zealand	64	530	01	644	Edit	
New Zealand	Vodafone New Zealand	Vodafone New Zealand	64	530	04	644	Edit	
Nicaragua	Enitel	Claro Nicaragua	505	710	21	645	Edit	
Nicaragua	Telefonica Nicaragua	Movistar Nicaragua	505	710	30	1018	Edit	
Nicaragua	Unallocated prefix	Unallocated prefix	505	n/a	n/a	646	Edit	
Nicaragua	Xinwei	CooTel	505	710	68	1625	Edit	
Niger	Airtel Niger	Airtel Niger	227	614	02	647	Edit	
Niger	Orange Niger	Orange Niger	227	614	04	1065	Edit	
Niger	SahelCom	SahelCom	227	614	01	648	Edit	
Niger	Telecel Niger	Telecel Niger	227	614	03	649	Edit	
Niger	Unallocated prefix	Unallocated prefix	227	n/a	n/a	650	Edit	
Nigeria	Airtel Nigeria	Airtel Nigeria	234	621	20	651	Edit	
Nigeria	EMTS	Etisalat Nigeria	234	621	60	1041	Edit	
Nigeria	Globacom	Glo Mobile	234	621	50	652	Edit	
Nigeria	MTN Nigeria	MTN Nigeria	234	621	30	653	Edit	
Nigeria	Multilinks Telecommunications	Multilinks Telecommunications	234	621	00	1045	Edit	
Nigeria	Nigeria Mobile Telecoms	M-Tel	234	621	40	654	Edit	
Nigeria	Nitel	Nitel	234	621	995	1092	Edit	
Nigeria	Reliance Nigeria	Reliance Nigeria	234	621	994	1093	Edit	
Nigeria	Starcomms	Starcomms	234	621	98	1046	Edit	
Nigeria	Starcomms	Starcomms	234	621	998	1046	Edit	
Nigeria	Unallocated prefix	Unallocated prefix	234	n/a	n/a	655	Edit	
Nigeria	Visafone	Visafone	234	621	25	1074	Edit	
Nigeria	Visafone	Visafone	234	621	996	1074	Edit	
Niue	Telecom Niue	Telecom Niue	683	555	01	1454	Edit	
Niue	Unallocated prefix	Unallocated prefix	683	n/a	n/a	1034	Edit	
Norfolk Island	Norfolk Telecom	Norfolk Telecom	672	505	10	1455	Edit	
Norfolk Island	Unallocated prefix	Unallocated prefix	672	n/a	n/a	1035	Edit	
North Korea	Cheo Technology	Koryolink	850	467	192	1394	Edit	
North Korea	KPTC	Sun Net	850	467	193	656	Edit	
North Korea	Unallocated prefix	Unallocated prefix	850	n/a	n/a	657	Edit	
Northern Mariana Islands	Unallocated prefix	Unallocated prefix	1670	n/a	n/a	658	Edit	
Northern Mariana Islands	Wave Runner Mariana Islands	I CAN GSM	1670	534	998	659	Edit	
Norway	ICE Communication	ICE Communication	47	242	06	1550	Edit	
Norway	ICE Communication	ICE Communication	47	242	14	1550	Edit	
Norway	TDC Mobile Norway	TDC Mobile Norway	47	242	08	664	Edit	
Norway	Telenor Norway	Telenor Norway	47	242	01	666	Edit	
Norway	Telenor Norway	Telenor Norway	47	242	12	666	Edit	
Norway	Telia Norway	OneCall	47	242	05	1631	Edit	
Norway	Telia Norway	Telia Norway	47	242	02	662	Edit	
Norway	Telia Norway	Telia Norway	47	242	04	662	Edit	
Norway	Telia Norway	Telia Norway	47	242	23	662	Edit	
Norway	Unallocated prefix	Unallocated prefix	47	n/a	n/a	667	Edit	
Norway	Ventelo	Ventelo	47	242	07	668	Edit	
Oman	Oman Telecoms	Oman Mobile	968	422	02	670	Edit	
Oman	Ooredoo Oman	Ooredoo Oman	968	422	03	669	Edit	
Oman	Unallocated prefix	Unallocated prefix	968	n/a	n/a	671	Edit	
Pakistan	CMPak	Zong	92	410	04	672	Edit	
Pakistan	Instaphone Pakcom	Instaphone Pakcom	92	410	08	673	Edit	
Pakistan	Mobilink	Mobilink	92	410	01	674	Edit	
Pakistan	Pakistan Telecomms	Ufone	92	410	03	675	Edit	
Pakistan	Special Communications Organization	SCO Pakistan	92	410	05	1496	Edit	
Pakistan	Telenor Pakistan	Telenor Pakistan	92	410	06	676	Edit	
Pakistan	Unallocated prefix	Unallocated prefix	92	n/a	n/a	677	Edit	
Pakistan	Warid Telecom	Warid Telecom	92	410	07	678	Edit	
Palau	Palau Mobile	Palau Mobile	680	552	80	679	Edit	
Palau	Palau National Comms	PNCC Wireless	680	552	01	680	Edit	
Palau	Unallocated prefix	Unallocated prefix	680	n/a	n/a	681	Edit	
Palestinian Territory	Palestine Telecomms	Jawwal	970	425	05	682	Edit	
Palestinian Territory	Unallocated prefix	Unallocated prefix	970	n/a	n/a	995	Edit	
Palestinian Territory	Wataniya Palestine	Wataniya Palestine	970	425	06	1088	Edit	
Panama	C&W Panama	Mas Movil	507	714	01	683	Edit	
Panama	Claro Panama	Claro Panama	507	714	03	1115	Edit	
Panama	Digicel Panama	Digicel Panama	507	714	04	1085	Edit	
Panama	Telefonica Panama	Movistar Panama	507	714	02	684	Edit	
Panama	Telefonica Panama	Movistar Panama	507	714	020	684	Edit	
Panama	Unallocated prefix	Unallocated prefix	507	n/a	n/a	685	Edit	
Papua New Guinea	Digicel Papua New Guinea	Digicel Papua New Guinea	675	537	03	686	Edit	
Papua New Guinea	Pacific Mobile Comms	Bee Mobile	675	537	01	687	Edit	
Papua New Guinea	Unallocated prefix	Unallocated prefix	675	n/a	n/a	688	Edit	
Paraguay	AMX Paraguay	Claro Paraguay	595	744	02	689	Edit	
Paraguay	Hola Paraguay	VOX	595	744	01	690	Edit	
Paraguay	Nucleo	Personal Paraguay	595	744	03	691	Edit	
Paraguay	Nucleo	Personal Paraguay	595	744	05	691	Edit	
Paraguay	Telecel Paraguay	Tigo Paraguay	595	744	04	692	Edit	
Paraguay	Unallocated prefix	Unallocated prefix	595	n/a	n/a	693	Edit	
Peru	America Movil Peru	Claro Peru	51	716	10	694	Edit	
Peru	Nextel Peru	Nextel Peru	51	716	07	695	Edit	
Peru	Nextel Peru	Nextel Peru	51	716	17	695	Edit	
Peru	TESAM	Globalstar	51	716	998	697	Edit	
Peru	Telefonica Peru	Movistar Peru	51	716	06	696	Edit	
Peru	Unallocated prefix	Unallocated prefix	51	n/a	n/a	698	Edit	
Peru	Viettel Peru	Bitel	51	716	15	1563	Edit	
Philippines	CURE	Red Mobile	63	515	18	1071	Edit	
Philippines	Digitel Mobile	Sun Cellular	63	515	05	699	Edit	
Philippines	Express Telecom	Extelcom	63	515	998	1072	Edit	
Philippines	Globe Telecom	Globe Telecom	63	515	01	700	Edit	
Philippines	Globe Telecom	Globe Telecom	63	515	02	700	Edit	
Philippines	Nextel Philippines	Nextel Philippines	63	515	88	702	Edit	
Philippines	Smart	Smart	63	515	03	703	Edit	
Philippines	Unallocated prefix	Unallocated prefix	63	n/a	n/a	704	Edit	
Poland	CenterNet	CenterNet	48	260	15	1428	Edit	
Poland	Cyfrowy Polsat	Cyfrowy Polsat	48	260	12	1427	Edit	
Poland	Fixed Line Poland	Fixed Line Poland	48	260	99	1562	Edit	
Poland	Mobyland	Mobyland	48	260	16	1527	Edit	
Poland	P4	Play	48	260	06	705	Edit	
Poland	P4	Play	48	260	07	705	Edit	
Poland	P4	Play	48	260	33	705	Edit	
Poland	PTC	T-Mobile Poland	48	260	02	707	Edit	
Poland	PTK Centertel	Orange Poland	48	260	03	708	Edit	
Poland	Polkomtel	Plus	48	260	01	706	Edit	
Poland	Polkomtel	Plus	48	260	09	706	Edit	
Poland	Sferia	Sferia	48	260	10	1526	Edit	
Poland	Teleena	Teleena	48	260	19	1528	Edit	
Poland	Unallocated prefix	Unallocated prefix	48	n/a	n/a	709	Edit	
Portugal	Sonaecom	Optimus	351	268	03	710	Edit	
Portugal	Sonaecom	Optimus	351	268	07	710	Edit	
Portugal	TMN	MEO	351	268	04	711	Edit	
Portugal	TMN	MEO	351	268	06	711	Edit	
Portugal	Unallocated prefix	Unallocated prefix	351	n/a	n/a	712	Edit	
Portugal	Vodafone Portugal	Vodafone Portugal	351	268	01	713	Edit	
Puerto Rico	Open Mobile	Open Mobile	1	330	120	717	Edit	
Puerto Rico	Puerto Rico Telephone Company	Claro Puerto Rico	1	330	11	715	Edit	
Puerto Rico	Puerto Rico Telephone Company	Claro Puerto Rico	1	330	110	715	Edit	
Puerto Rico	Unallocated prefix	Unallocated prefix	1	n/a	n/a	718	Edit	
Qatar	Ooredoo Qatar	Ooredoo Qatar	974	427	01	719	Edit	
Qatar	Unallocated prefix	Unallocated prefix	974	n/a	n/a	720	Edit	
Qatar	Vodafone Qatar	Vodafone Qatar	974	427	02	1066	Edit	
Reunion	Orange Reunion	Orange Reunion	262	647	00	1094	Edit	
Reunion	SRR	SRR	262	647	10	1096	Edit	
Reunion	Telco OI	Telco OI	262	647	02	1626	Edit	
Reunion	Telco OI	Telco OI	262	647	03	1626	Edit	
Reunion	Unallocated prefix	Unallocated prefix	262	n/a	n/a	589	Edit	
Romania	Orange Romania	Orange Romania	40	226	10	722	Edit	
Romania	RCS & RDS	Digi.Mobil	40	226	05	723	Edit	
Romania	Telekom Romania	Cosmote Romania	40	226	03	721	Edit	
Romania	Telekom Romania	Cosmote Romania	40	226	04	721	Edit	
Romania	Telekom Romania	Cosmote Romania	40	226	06	721	Edit	
Romania	Unallocated prefix	Unallocated prefix	40	n/a	n/a	725	Edit	
Romania	Vodafone Romania	Vodafone Romania	40	226	01	726	Edit	
Russia	Baykal Westcom	Baykal Westcom	7	250	12	727	Edit	
Russia	Ekaterinburg 2000	Motiv	7	250	35	729	Edit	
Russia	Ermak RMS	Ermak RMS	7	250	17	730	Edit	
Russia	MegaFon	MegaFon	7	250	02	732	Edit	
Russia	Mobile TeleSystems	Kuban GSM	7	250	13	738	Edit	
Russia	Mobile TeleSystems	MTS	7	250	01	739	Edit	
Russia	Mobile TeleSystems	MTS	7	250	50	739	Edit	
Russia	Mobile TeleSystems	Primtelefon	7	250	92	740	Edit	
Russia	New Telephone Company	NTC	7	250	16	742	Edit	
Russia	Nizhegorodskaya Cellular Comms	NCC	7	250	03	743	Edit	
Russia	Novgorod Telecomms	Indigo	7	250	19	744	Edit	
Russia	Skylink	Skylink Russia	7	250	06	1127	Edit	
Russia	Skylink	Skylink Russia	7	250	09	1127	Edit	
Russia	Sprint	Sprint	7	250	43	1542	Edit	
Russia	Tele2 Russia	ECC	7	250	20	1194	Edit	
Russia	Tele2 Russia	ECC	7	250	62	1194	Edit	
Russia	Unallocated prefix	Unallocated prefix	7	n/a	n/a	749	Edit	
Russia	Uralsvyazinform	Uralsvyazinform	7	250	39	751	Edit	
Russia	Vimpelcom	Beeline	7	250	99	753	Edit	
Russia	Yeniseytelecom	ETK	7	250	05	759	Edit	
Russia	Yota	Scartel	7	250	11	1622	Edit	
Russia	ZAO Kodotel	ZAO Kodotel	7	250	37	1435	Edit	
Russia	ZAO SMARTS	ZAO SMARTS	7	250	07	760	Edit	
Russia	ZAO SMARTS	ZAO SMARTS	7	250	27	760	Edit	
Rwanda	Airtel Rwanda	Airtel Rwanda	250	635	14	1439	Edit	
Rwanda	Rwandacell	MTN Rwanda	250	635	10	761	Edit	
Rwanda	Rwandatel	Rwandatel	250	635	12	1120	Edit	
Rwanda	Tigo Rwanda	Tigo Rwanda	250	635	13	1121	Edit	
Rwanda	Unallocated prefix	Unallocated prefix	250	n/a	n/a	762	Edit	
Samoa	Bluesky Samoa	Bluesky Samoa	685	549	27	764	Edit	
Samoa	Digicel Samoa	Digicel Samoa	685	549	01	763	Edit	
Samoa	Unallocated prefix	Unallocated prefix	685	n/a	n/a	765	Edit	
San Marino	San Marino Telecom	San Marino Telecom	378	292	01	766	Edit	
San Marino	Unallocated prefix	Unallocated prefix	378	n/a	n/a	767	Edit	
Sao Tome & Principe	CSTmovel	CSTmovel	239	626	01	768	Edit	
Sao Tome & Principe	Unallocated prefix	Unallocated prefix	239	n/a	n/a	769	Edit	
Saudi Arabia	Etihad Etisalat Company	Mobily	966	420	03	770	Edit	
Saudi Arabia	Etihad Etisalat Company	Mobily	966	420	06	770	Edit	
Saudi Arabia	Etihad Etisalat Company	Mobily	966	420	60	770	Edit	
Saudi Arabia	MTC Saudi Arabia	Zain Saudi Arabia	966	420	04	771	Edit	
Saudi Arabia	MTC Saudi Arabia	Zain Saudi Arabia	966	420	07	771	Edit	
Saudi Arabia	PTC Saudi Arabia	Bravo Saudi Arabia	966	420	998	1129	Edit	
Saudi Arabia	Saudi Telecom Company	Al Jawal	966	420	01	772	Edit	
Saudi Arabia	Unallocated prefix	Unallocated prefix	966	n/a	n/a	773	Edit	
Saudi Arabia	Virgin Mobile Saudi Arabia	Virgin Mobile	966	420	05	1531	Edit	
Senegal	Orange	Sonatel	221	608	01	775	Edit	
Senegal	Sudatel Senegal	Expresso Senegal	221	608	03	1206	Edit	
Senegal	Tigo	SenTel	221	608	02	774	Edit	
Senegal	Unallocated prefix	Unallocated prefix	221	n/a	n/a	776	Edit	
Serbia	Telekom Srbija	Telekom Srbija	381	220	03	1207	Edit	
Serbia	Telenor Serbia	Telenor Serbia	381	220	01	777	Edit	
Serbia	Unallocated prefix	Unallocated prefix	381	n/a	n/a	606	Edit	
Serbia	VIP Mobile	VIP Mobile	381	220	05	778	Edit	
Seychelles	C&W Seychelles	C&W Seychelles	248	633	01	779	Edit	
Seychelles	Mediatech	Smartcom	248	633	02	780	Edit	
Seychelles	Telecom Seychelles	AirTel Seychelles	248	633	10	781	Edit	
Seychelles	Unallocated prefix	Unallocated prefix	248	n/a	n/a	782	Edit	
Sierra Leone	Airtel Sierra Leone	Airtel Sierra Leone	232	619	01	783	Edit	
Sierra Leone	Ambitel Sierra Leone	GreenN Sierra Leone	232	619	998	1119	Edit	
Sierra Leone	Comium Sierra Leone	Comium Sierra Leone	232	619	04	784	Edit	
Sierra Leone	Datatel	Datatel	232	619	03	785	Edit	
Sierra Leone	Lintel Sierra Leone	Africell Sierra Leone	232	619	05	786	Edit	
Sierra Leone	Millicom Sierra Leone	Millicom Sierra Leone	232	619	02	787	Edit	
Sierra Leone	Mobitel Sierra Leone	Mobitel Sierra Leone	232	619	25	788	Edit	
Sierra Leone	Sierratel	Sierratel	232	619	06	1535	Edit	
Sierra Leone	Unallocated prefix	Unallocated prefix	232	n/a	n/a	789	Edit	
Singapore	Fixed line SG	Fixed line SG	65	525	994	1565	Edit	
Singapore	GRID Communications Pte Ltd	DNA Comms	65	525	12	1174	Edit	
Singapore	MobileOne	MobileOne	65	525	03	790	Edit	
Singapore	MobileOne	MobileOne	65	525	09	790	Edit	
Singapore	SingTel	SingTel	65	525	01	791	Edit	
Singapore	SingTel	SingTel	65	525	02	791	Edit	
Singapore	SingTel	SingTel	65	525	04	791	Edit	
Singapore	SingTel	SingTel	65	525	07	791	Edit	
Singapore	StarHub	StarHub	65	525	05	792	Edit	
Singapore	StarHub	StarHub	65	525	06	792	Edit	
Singapore	StarHub	StarHub	65	525	08	792	Edit	
Singapore	Unallocated prefix	Unallocated prefix	65	n/a	n/a	793	Edit	
Slovakia	Orange Slovakia	Orange Slovakia	421	231	01	794	Edit	
Slovakia	Swan Slovakia	Swan Slovakia	421	231	03	1545	Edit	
Slovakia	Telefonica O2 Slovakia	Telefonica O2 Slovakia	421	231	06	795	Edit	
Slovakia	Telekom Slovakia	Telekom Slovakia	421	231	02	796	Edit	
Slovakia	Telekom Slovakia	Telekom Slovakia	421	231	04	796	Edit	
Slovakia	Unallocated prefix	Unallocated prefix	421	n/a	n/a	797	Edit	
Slovenia	SIMobil	SIMobil	386	293	40	798	Edit	
Slovenia	T-2	T-2	386	293	64	799	Edit	
Slovenia	Telekom Slovenia	Mobitel Slovenia	386	293	41	1061	Edit	
Slovenia	Telemach	Telemach	386	293	70	800	Edit	
Slovenia	Unallocated prefix	Unallocated prefix	386	n/a	n/a	508	Edit	
Solomon Islands	Solomon Telekom	Breeze	677	540	01	801	Edit	
Solomon Islands	Unallocated prefix	Unallocated prefix	677	n/a	n/a	802	Edit	
Solomon Islands	bemobile Solomon Islands	bemobile Solomon Islands	677	540	02	1426	Edit	
Somalia	Golis Telecom	Golis Telecom	252	637	30	803	Edit	
Somalia	Hormuud Telecom	Hormuud Telecom	252	637	25	804	Edit	
Somalia	Hormuud Telecom	Hormuud Telecom	252	637	50	804	Edit	
Somalia	Nationlink Somalia	Nationlink Somalia	252	637	10	805	Edit	
Somalia	Nationlink Somalia	Nationlink Somalia	252	637	60	805	Edit	
Somalia	STG	Galcom	252	637	996	807	Edit	
Somalia	Somafone	Somafone	252	637	04	806	Edit	
Somalia	Telecom Somalia	Telecom Somalia	252	637	82	808	Edit	
Somalia	Telecom Somalia	Telecom Somalia	252	637	995	808	Edit	
Somalia	Telesom Company	Telesom Company	252	637	01	809	Edit	
Somalia	Unallocated prefix	Unallocated prefix	252	n/a	n/a	810	Edit	
South Africa	Cell C	Cell C	27	655	07	811	Edit	
South Africa	MTN South Africa	MTN South Africa	27	655	10	812	Edit	
South Africa	Telekom SA	8.ta	27	655	02	1148	Edit	
South Africa	Unallocated prefix	Unallocated prefix	27	n/a	n/a	813	Edit	
South Africa	Vodacom South Africa	Vodacom South Africa	27	655	01	814	Edit	
South Korea	KT Freetel	KT Freetel	82	450	02	815	Edit	
South Korea	KT Freetel	KT Freetel	82	450	04	815	Edit	
South Korea	KT Freetel	KT Freetel	82	450	08	815	Edit	
South Korea	LG Telecom	LG Telecom	82	450	06	816	Edit	
South Korea	SK Telecom	SK Telecom	82	450	05	817	Edit	
South Korea	Unallocated prefix	Unallocated prefix	82	n/a	n/a	818	Edit	
South Sudan	Gemtel	Gemtel	211	659	03	1413	Edit	
South Sudan	MTN South Sudan	MTN South Sudan	211	659	02	1411	Edit	
South Sudan	Network of the World	Vivacell	211	659	04	1243	Edit	
South Sudan	Sudani	Sudani	211	659	07	1414	Edit	
South Sudan	Unallocated prefix	Unallocated prefix	211	n/a	n/a	1415	Edit	
South Sudan	Zain South Sudan	Zain South Sudan	211	659	06	1412	Edit	
Spain	BT Group	BT	34	214	15	1078	Edit	
Spain	Barablu Spain	Barablu Spain	34	214	23	1084	Edit	
Spain	Best Spain Telecom	DigiMobil	34	214	22	1083	Edit	
Spain	Euskatel	Euskatel	34	214	08	819	Edit	
Spain	Fonyou	Fonyou	34	214	20	1208	Edit	
Spain	Jazztel	Jazztel	34	214	21	1086	Edit	
Spain	Lleida Networks	Lleida Networks	34	214	26	1209	Edit	
Spain	LycaMobile Spain	LycaMobile Spain	34	214	25	1210	Edit	
Spain	ONO	ONO	34	214	18	1081	Edit	
Spain	Orange Spain	Orange Spain	34	214	03	820	Edit	
Spain	Orange Spain	Orange Spain	34	214	09	820	Edit	
Spain	Orange Spain	Orange Spain	34	214	11	820	Edit	
Spain	Orange Spain	Orange Spain	34	214	27	820	Edit	
Spain	R Cable y Telecomunicaciones	R mobil	34	214	17	1080	Edit	
Spain	Simyo	Simyo	34	214	19	1082	Edit	
Spain	TeleCable	TeleCable	34	214	16	1079	Edit	
Spain	Telefonica Spain	Movistar Spain	34	214	05	821	Edit	
Spain	Telefonica Spain	Movistar Spain	34	214	07	821	Edit	
Spain	Unallocated prefix	Unallocated prefix	34	n/a	n/a	822	Edit	
Spain	Vodafone Spain	Vodafone Spain	34	214	01	823	Edit	
Spain	Vodafone Spain	Vodafone Spain	34	214	06	823	Edit	
Spain	Vodafone Spain	Vodafone Spain	34	214	24	823	Edit	
Spain	Xfera Moviles	Yoigo	34	214	04	824	Edit	
Sri Lanka	Bharti Airtel Lanka	Airtel Sri Lanka	94	413	05	825	Edit	
Sri Lanka	Dialog Telekom	Dialog Telekom	94	413	02	826	Edit	
Sri Lanka	Etisalat Sri Lanka	Etisalat Sri Lanka	94	413	03	829	Edit	
Sri Lanka	Hutchison Sri Lanka	Hutchison Sri Lanka	94	413	08	827	Edit	
Sri Lanka	Mobitel Sri Lanka	Mobitel Sri Lanka	94	413	01	828	Edit	
Sri Lanka	Unallocated prefix	Unallocated prefix	94	n/a	n/a	830	Edit	
St Helena	Unallocated prefix	Unallocated prefix	290	n/a	n/a	1036	Edit	
St Kitts & Nevis	C&W St Kitts & Nevis	C&W St Kitts & Nevis	1869	356	110	831	Edit	
St Kitts & Nevis	UTS CariGlobe	UTS CariGlobe	1869	356	70	833	Edit	
St Kitts & Nevis	UTS CariGlobe	UTS CariGlobe	1869	356	070	833	Edit	
St Kitts & Nevis	UTS CariGlobe	UTS CariGlobe	1869	356	998	833	Edit	
St Kitts & Nevis	Unallocated prefix	Unallocated prefix	1869	n/a	n/a	832	Edit	
St Kitts & Nevis	Wireless Ventures St Kitts & Nevis	Digicel St Kitts & Nevis	1869	356	50	834	Edit	
St Lucia	AT&T St Lucia	AT&T St Lucia	1758	358	998	835	Edit	
St Lucia	C&W St Lucia	C&W St Lucia	1758	358	110	836	Edit	
St Lucia	Digicel St Lucia	Digicel St Lucia	1758	358	50	837	Edit	
St Lucia	Unallocated prefix	Unallocated prefix	1758	n/a	n/a	838	Edit	
St Pierre & Miquelon	SPM Telecom	Ameris	508	308	01	839	Edit	
St Pierre & Miquelon	Unallocated prefix	Unallocated prefix	508	n/a	n/a	840	Edit	
St Vincent & the Grenadines	AT&T St Vincent	AT&T St Vincent	1784	360	998	841	Edit	
St Vincent & the Grenadines	C&W St Vincent	C&W St Vincent	1784	360	110	842	Edit	
St Vincent & the Grenadines	Digicel St Vincent	Digicel St Vincent	1784	360	50	843	Edit	
St Vincent & the Grenadines	Digicel St Vincent	Digicel St Vincent	1784	360	070	843	Edit	
St Vincent & the Grenadines	Unallocated prefix	Unallocated prefix	1784	n/a	n/a	844	Edit	
Sudan	MTN Sudan	MTN Sudan	249	634	02	846	Edit	
Sudan	Mobitel Sudan	Zain Sudan	249	634	01	845	Edit	
Sudan	Sudatel	Sudani One	249	634	07	1117	Edit	
Sudan	Unallocated prefix	Unallocated prefix	249	n/a	n/a	847	Edit	
Suriname	Digicel Suriname	Digicel Suriname	597	746	03	848	Edit	
Suriname	Intelsur	Intelsur	597	746	04	849	Edit	
